1.00161444E-4 1.61441022E-7 0
1.00484845E-4 1.61962291E-7 0
1.00809295E-4 1.62485236E-7 0
1.01134785E-4 1.63009872E-7 0
1.0146133E-4 1.635362E-7 0
1.0178893E-4 1.64064232E-7 0
1.02117592E-4 1.6459397E-7 0
1.02447309E-4 1.65125414E-7 0
1.02778096E-4 1.65658577E-7 0
1.03109945E-4 1.66193459E-7 0
1.03442871E-4 1.66730061E-7 0
1.03776867E-4 1.67268411E-7 0
1.04111947E-4 1.6780848E-7 0
1.04448103E-4 1.68350311E-7 0
1.04785351E-4 1.68893877E-7 0
1.05123683E-4 1.69439204E-7 0
1.05463107E-4 1.69986293E-7 0
1.05803629E-4 1.70535159E-7 0
1.06145249E-4 1.71085787E-7 0
1.06487976E-4 1.71638192E-7 0
1.06831802E-4 1.72192372E-7 0
1.07176747E-4 1.72748358E-7 0
1.07522799E-4 1.73306134E-7 0
1.07869972E-4 1.73865701E-7 0
1.08218264E-4 1.74427086E-7 0
1.08567685E-4 1.74990276E-7 0
1.08918226E-4 1.75555286E-7 0
1.09269902E-4 1.76122128E-7 0
1.09622721E-4 1.7669079E-7 0
1.09976667E-4 1.77261299E-7 0
1.10331763E-4 1.77833641E-7 0
1.10688008E-4 1.78407831E-7 0
1.11045396E-4 1.78983882E-7 0
1.11403941E-4 1.79561781E-7 0
1.11763649E-4 1.80141555E-7 0
1.12124515E-4 1.80723205E-7 0
1.12486545E-4 1.81306731E-7 0
1.12849739E-4 1.81892133E-7 0
1.13214111E-4 1.82479425E-7 0
1.13579663E-4 1.83068622E-7 0
1.13946386E-4 1.83659722E-7 0
1.14314302E-4 1.84252727E-7 0
1.14683404E-4 1.84847636E-7 0
1.15053692E-4 1.85444478E-7 0
1.1542518E-4 1.86043252E-7 0
1.1579787E-4 1.86643945E-7 0
1.16171759E-4 1.87246584E-7 0
1.16546857E-4 1.87851171E-7 0
1.16923162E-4 1.88457719E-7 0
1.17300689E-4 1.89066213E-7 0
1.17679432E-4 1.89676669E-7 0
1.18059397E-4 1.902891E-7 0
1.18440592E-4 1.90903506E-7 0
1.18823016E-4 1.91519902E-7 0
1.1920667E-4 1.92138288E-7 0
1.19591568E-4 1.92758662E-7 0
1.19977711E-4 1.93381055E-7 0
1.20365097E-4 1.94005437E-7 0
1.20753735E-4 1.94631852E-7 0
1.21143625E-4 1.95260284E-7 0
1.21534773E-4 1.95890749E-7 0
1.21927187E-4 1.96523246E-7 0
1.22320867E-4 1.97157775E-7 0
1.22715821E-4 1.97794364E-7 0
1.23112055E-4 1.98433014E-7 0
1.23509555E-4 1.9907371E-7 0
1.2390835E-4 1.99716482E-7 0
1.24308426E-4 2.00361342E-7 0
1.24709797E-4 2.01008262E-7 0
1.25112463E-4 2.01657286E-7 0
1.25516424E-4 2.02308399E-7 0
1.25921695E-4 2.02961616E-7 0
1.26328276E-4 2.03616949E-7 0
1.26736166E-4 2.04274386E-7 0
1.2714538E-4 2.04933954E-7 0
1.27555904E-4 2.05595654E-7 0
1.27967753E-4 2.06259486E-7 0
1.2838094E-4 2.06925449E-7 0
1.28795466E-4 2.07593573E-7 0
1.29211316E-4 2.08263856E-7 0
1.29628519E-4 2.08936314E-7 0
1.30047061E-4 2.09610931E-7 0
1.30466971E-4 2.10287723E-7 0
1.3088822E-4 2.10966704E-7 0
1.31310837E-4 2.11647873E-7 0
1.31734821E-4 2.12331244E-7 0
1.32160159E-4 2.13016833E-7 0
1.3258688E-4 2.13704624E-7 0
1.33014983E-4 2.14394632E-7 0
1.33444468E-4 2.15086885E-7 0
1.33875335E-4 2.15781355E-7 0
1.34307586E-4 2.16478071E-7 0
1.34741247E-4 2.17177046E-7 0
1.35176306E-4 2.17878267E-7 0
1.35612761E-4 2.18581761E-7 0
1.36050628E-4 2.19287514E-7 0
1.36489922E-4 2.19995556E-7 0
1.36930612E-4 2.20705886E-7 0
1.37372743E-4 2.21418503E-7 0
1.378163E-4 2.22133423E-7 0
1.38261283E-4 2.22850659E-7 0
1.38707692E-4 2.23570197E-7 0
1.39155556E-4 2.24292066E-7 0
1.39604876E-4 2.25016265E-7 0
1.40055621E-4 2.25742809E-7 0
1.40507836E-4 2.26471684E-7 0
1.40961522E-4 2.27202918E-7 0
1.41416662E-4 2.27936525E-7 0
1.41873272E-4 2.28672491E-7 0
1.42331352E-4 2.2941083E-7 0
1.42790916E-4 2.30151556E-7 0
1.43251964E-4 2.3089467E-7 0
1.43714497E-4 2.31640186E-7 0
1.44178513E-4 2.32388118E-7 0
1.44644044E-4 2.33138451E-7 0
1.45111073E-4 2.33891214E-7 0
1.45579615E-4 2.34646407E-7 0
1.46049671E-4 2.35404045E-7 0
1.46521226E-4 2.36164126E-7 0
1.46994324E-4 2.36926653E-7 0
1.47468949E-4 2.37691651E-7 0
1.47945088E-4 2.38459108E-7 0
1.48422783E-4 2.39229053E-7 0
1.48902007E-4 2.40001469E-7 0
1.49382788E-4 2.40776387E-7 0
1.49865125E-4 2.41553835E-7 0
1.50349006E-4 2.42333755E-7 0
1.50834458E-4 2.43116205E-7 0
1.51321481E-4 2.43901184E-7 0
1.51810062E-4 2.44688692E-7 0
1.52300228E-4 2.45478759E-7 0
1.52791981E-4 2.46271355E-7 0
1.5328532E-4 2.47066538E-7 0
1.53780245E-4 2.4786425E-7 0
1.54276786E-4 2.48664577E-7 0
1.54774913E-4 2.49467462E-7 0
1.55274654E-4 2.50272961E-7 0
1.55776012E-4 2.51081048E-7 0
1.56278984E-4 2.51891748E-7 0
1.56783572E-4 2.52705036E-7 0
1.57289804E-4 2.53520994E-7 0
1.57797665E-4 2.54339568E-7 0
1.58307157E-4 2.55160785E-7 0
1.58818308E-4 2.55984645E-7 0
1.59331103E-4 2.56811177E-7 0
1.59845556E-4 2.5764038E-7 0
1.60361669E-4 2.58472255E-7 0
1.60879441E-4 2.59306802E-7 0
1.61398901E-4 2.60144049E-7 0
1.61920019E-4 2.60984024E-7 0
1.62442841E-4 2.61826699E-7 0
1.62967335E-4 2.62672074E-7 0
1.63493532E-4 2.63520207E-7 0
1.64021418E-4 2.64371067E-7 0
1.6455102E-4 2.65224656E-7 0
1.65082325E-4 2.66081031E-7 0
1.65615347E-4 2.66940162E-7 0
1.66150086E-4 2.67802051E-7 0
1.66686557E-4 2.68666753E-7 0
1.6722476E-4 2.69534212E-7 0
1.67764694E-4 2.70404513E-7 0
1.68306375E-4 2.71277599E-7 0
1.68849801E-4 2.721535E-7 0
1.69394989E-4 2.73032242E-7 0
1.69941937E-4 2.73913798E-7 0
1.70490646E-4 2.74798225E-7 0
1.71041131E-4 2.75685494E-7 0
1.7159339E-4 2.76575634E-7 0
1.7214744E-4 2.77468644E-7 0
1.72703265E-4 2.78364553E-7 0
1.73260894E-4 2.79263332E-7 0
1.73820328E-4 2.80165011E-7 0
1.74381566E-4 2.81069617E-7 0
1.74944609E-4 2.81977151E-7 0
1.75509471E-4 2.82887612E-7 0
1.76076166E-4 2.83801E-7 0
1.7664468E-4 2.84717345E-7 0
1.77215028E-4 2.85636645E-7 0
1.77787224E-4 2.86558901E-7 0
1.78361268E-4 2.8748417E-7 0
1.78937174E-4 2.88412394E-7 0
1.79514929E-4 2.89343632E-7 0
1.80094547E-4 2.90277853E-7 0
1.80676041E-4 2.91215116E-7 0
1.81259413E-4 2.92155391E-7 0
1.81844662E-4 2.93098708E-7 0
1.82431802E-4 2.94045066E-7 0
1.83020849E-4 2.94994493E-7 0
1.83611788E-4 2.9594699E-7 0
1.84204633E-4 2.96902556E-7 0
1.84799399E-4 2.97861192E-7 0
1.85396086E-4 2.98822926E-7 0
1.85994693E-4 2.99787786E-7 0
1.86595236E-4 3.00755744E-7 0
1.87197729E-4 3.01726828E-7 0
1.87802158E-4 3.02701039E-7 0
1.88408536E-4 3.03678405E-7 0
1.89016864E-4 3.04658926E-7 0
1.89627171E-4 3.05642629E-7 0
1.90239443E-4 3.06629488E-7 0
1.90853694E-4 3.0761953E-7 0
1.91469924E-4 3.08612783E-7 0
1.92088148E-4 3.09609248E-7 0
1.92708365E-4 3.10608925E-7 0
1.9333059E-4 3.11611814E-7 0
