# Emergent specific intensity at surface (nd=0)  iter=20
# Col 1: E [eV]
# Col 2: I_corona (incident) [erg cm^-2 s^-1 eV^-1]
# Col 3: I_disk (incident) [erg cm^-2 s^-1 eV^-1]
# Col 4: I(mu=-0.960290) [erg cm^-2 s^-1 eV^-1 sr^-1]
# Col 5: I(mu=-0.796666) [erg cm^-2 s^-1 eV^-1 sr^-1]
# Col 6: I(mu=-0.525532) [erg cm^-2 s^-1 eV^-1 sr^-1]
# Col 7: I(mu=-0.183435) [erg cm^-2 s^-1 eV^-1 sr^-1]
# Col 8: I(mu=0.183435) [erg cm^-2 s^-1 eV^-1 sr^-1]
# Col 9: I(mu=0.525532) [erg cm^-2 s^-1 eV^-1 sr^-1]
# Col 10: I(mu=0.796666) [erg cm^-2 s^-1 eV^-1 sr^-1]
# Col 11: I(mu=0.960290) [erg cm^-2 s^-1 eV^-1 sr^-1]
1.004861e+00  1.316018e+12  0.000000e+00  0.000000e+00  1.183570e+13  0.000000e+00  0.000000e+00  7.110150e+11  6.264124e+11  5.740965e+11  5.477563e+11
1.014577e+00  1.320206e+12  0.000000e+00  0.000000e+00  1.187337e+13  0.000000e+00  0.000000e+00  7.347347e+11  6.443909e+11  5.893404e+11  5.618856e+11
1.024387e+00  1.324358e+12  0.000000e+00  0.000000e+00  1.191071e+13  0.000000e+00  0.000000e+00  7.534009e+11  6.587300e+11  6.015503e+11  5.731199e+11
1.034292e+00  1.328472e+12  0.000000e+00  0.000000e+00  1.194771e+13  0.000000e+00  0.000000e+00  7.700028e+11  6.717470e+11  6.126938e+11  5.834630e+11
1.044293e+00  1.332575e+12  0.000000e+00  0.000000e+00  1.198461e+13  0.000000e+00  0.000000e+00  7.854409e+11  6.840055e+11  6.232208e+11  5.931920e+11
1.054391e+00  1.336745e+12  0.000000e+00  0.000000e+00  1.202211e+13  0.000000e+00  0.000000e+00  8.004823e+11  6.959548e+11  6.335353e+11  6.027302e+11
1.064586e+00  1.340985e+12  0.000000e+00  0.000000e+00  1.206025e+13  0.000000e+00  0.000000e+00  1.044700e+12  9.508669e+11  8.962218e+11  8.689535e+11
1.074880e+00  1.345167e+12  0.000000e+00  0.000000e+00  1.209786e+13  0.000000e+00  0.000000e+00  8.289101e+11  7.175835e+11  6.516688e+11  6.193038e+11
1.085273e+00  1.349336e+12  0.000000e+00  0.000000e+00  1.213535e+13  0.000000e+00  0.000000e+00  8.426067e+11  7.275713e+11  6.597785e+11  6.266240e+11
1.095767e+00  1.353498e+12  0.000000e+00  0.000000e+00  1.217279e+13  0.000000e+00  0.000000e+00  8.568417e+11  7.380501e+11  6.683840e+11  6.344000e+11
1.106362e+00  1.357753e+12  0.000000e+00  0.000000e+00  1.221105e+13  0.000000e+00  0.000000e+00  8.697757e+11  7.474355e+11  6.759897e+11  6.412223e+11
1.117059e+00  1.362044e+12  0.000000e+00  0.000000e+00  1.224964e+13  0.000000e+00  0.000000e+00  8.886274e+11  7.636976e+11  6.912652e+11  6.560484e+11
1.127861e+00  1.366272e+12  0.000000e+00  0.000000e+00  1.228767e+13  0.000000e+00  0.000000e+00  1.138986e+12  1.018818e+12  9.478396e+11  9.127449e+11
1.138766e+00  1.370465e+12  0.000000e+00  0.000000e+00  1.232538e+13  0.000000e+00  0.000000e+00  9.435220e+11  8.108034e+11  7.344248e+11  6.974364e+11
1.149777e+00  1.374716e+12  0.000000e+00  0.000000e+00  1.236361e+13  0.000000e+00  0.000000e+00  9.344496e+11  7.973950e+11  7.188550e+11  6.811464e+11
