READ SERR 1
@_compps_qdp_tmp.pco
!
4.05048653E-2 2.3316218E-4 1.93193785E-7
4.09738906E-2 2.3586207E-4 1.97183681E-7
4.14483435E-2 2.38593217E-4 2.01249705E-7
4.1928295E-2 2.41356E-4 2.05393079E-7
4.2413801E-2 2.44150782E-4 2.09615038E-7
4.29049283E-2 2.46977899E-4 2.13916834E-7
4.34017442E-2 2.49837758E-4 2.18299732E-7
4.39043157E-2 2.52730766E-4 2.22764982E-7
4.44127023E-2 2.55657244E-4 2.27313876E-7
4.49269786E-2 2.58617598E-4 2.31947709E-7
4.5447208E-2 2.61612266E-4 2.36667773E-7
4.59734611E-2 2.64641596E-4 2.41475419E-7
4.65058088E-2 2.67705997E-4 2.4637194E-7
4.70443182E-2 2.70805875E-4 2.51358699E-7
4.75890674E-2 2.73941667E-4 2.56437033E-7
4.81401235E-2 2.77113752E-4 2.61608278E-7
4.8697561E-2 2.80322594E-4 2.66873855E-7
4.92614508E-2 2.83568574E-4 2.72235098E-7
4.98318709E-2 2.86852155E-4 2.77693431E-7
5.04088961E-2 2.90173746E-4 2.83250216E-7
5.09926043E-2 2.93533783E-4 2.88906875E-7
5.15830703E-2 2.96932732E-4 2.94664858E-7
5.21803759E-2 3.00371059E-4 3.005255E-7
5.27845956E-2 3.038492E-4 3.06490193E-7
5.33958115E-2 3.0736762E-4 3.12560388E-7
5.40141053E-2 3.10926756E-4 3.1873742E-7
5.46395592E-2 3.14527104E-4 3.25022683E-7
5.52722551E-2 3.18169157E-4 3.31417624E-7
5.59122786E-2 3.21853382E-4 3.37923609E-7
5.65597117E-2 3.25580273E-4 3.44542059E-7
5.72146438E-2 3.29350325E-4 3.51274394E-7
5.78771569E-2 3.33164033E-4 3.58121952E-7
5.85473441E-2 3.37021891E-4 3.65086208E-7
5.9225291E-2 3.40924395E-4 3.72168529E-7
5.99110872E-2 3.44872125E-4 3.79370334E-7
6.06048256E-2 3.48865549E-4 3.86692989E-7
6.13065958E-2 3.52905219E-4 3.94137942E-7
6.20164908E-2 3.56991688E-4 4.01706529E-7
6.27346113E-2 3.61125451E-4 4.09400172E-7
6.34610429E-2 3.65307089E-4 4.17220235E-7
6.41958863E-2 3.69537156E-4 4.25168082E-7
6.49392381E-2 3.73816176E-4 4.33245077E-7
6.56912029E-2 3.78144759E-4 4.41452528E-7
6.64518699E-2 3.82523489E-4 4.49791685E-7
6.72213435E-2 3.86952888E-4 4.58263798E-7
6.7999728E-2 3.91433598E-4 4.66870034E-7
6.87871277E-2 3.9596617E-4 4.75611671E-7
6.9583647E-2 4.00551246E-4 4.84489874E-7
7.038939E-2 4.05189407E-4 4.93505752E-7
7.12044612E-2 4.09881293E-4 5.02660441E-7
7.20289722E-2 4.14627488E-4 5.11955136E-7
7.28630275E-2 4.19428659E-4 5.21390859E-7
7.37067387E-2 4.24285419E-4 5.30968691E-7
