# compps benchmark slab (isothermal pure scattering)
# kTe=60.000 keV  kTbb=0.100 keV  tau_T=0.500  geom=slab
# Col 1: E [eV]
# Col 2: I_corona (incident, =0 here)
# Col 3: I_disk   (bottom blackbody seed, incident)
# Col 4: I_emergent(mu=-0.953090)
# Col 5: I_emergent(mu=-0.769235)
# Col 6: I_emergent(mu=-0.500000)
# Col 7: I_emergent(mu=-0.230765)
# Col 8: I_emergent(mu=-0.046910)
# Col 9: I_emergent(mu=0.046910)
# Col 10: I_emergent(mu=0.230765)
# Col 11: I_emergent(mu=0.500000)
# Col 12: I_emergent(mu=0.769235)
# Col 13: I_emergent(mu=0.953090)
1.005790e+01  0.000000e+00  9.377243e+07  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  6.411335e+06  1.257695e+07  2.286330e+07  2.888654e+07  3.157802e+07
1.017436e+01  0.000000e+00  9.589987e+07  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  6.709573e+06  1.306846e+07  2.357501e+07  2.971592e+07  3.246611e+07
1.029218e+01  0.000000e+00  9.807489e+07  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  7.013603e+06  1.356876e+07  2.429932e+07  3.055886e+07  3.336017e+07
1.041135e+01  0.000000e+00  1.002985e+08  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  7.323035e+06  1.407675e+07  2.503453e+07  3.141269e+07  3.425642e+07
1.053191e+01  0.000000e+00  1.025719e+08  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  7.637547e+06  1.459152e+07  2.577936e+07  3.227590e+07  3.515869e+07
1.065387e+01  0.000000e+00  1.048960e+08  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  7.956880e+06  1.511239e+07  2.653301e+07  3.314826e+07  3.607244e+07
1.077723e+01  0.000000e+00  1.072719e+08  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  8.280859e+06  1.563895e+07  2.729524e+07  3.403059e+07  3.700145e+07
1.090203e+01  0.000000e+00  1.097009e+08  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  8.609396e+06  1.617104e+07  2.806624e+07  3.492431e+07  3.794763e+07
1.102827e+01  0.000000e+00  1.121840e+08  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  8.942493e+06  1.670874e+07  2.884659e+07  3.583104e+07  3.891183e+07
1.115597e+01  0.000000e+00  1.147225e+08  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  9.280227e+06  1.725234e+07  2.963711e+07  3.675238e+07  3.989450e+07
1.128515e+01  0.000000e+00  1.173175e+08  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  9.622744e+06  1.780227e+07  3.043874e+07  3.768968e+07  4.089600e+07
1.141582e+01  0.000000e+00  1.199703e+08  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  9.970240e+06  1.835903e+07  3.125246e+07  3.864405e+07  4.191667e+07
1.154801e+01  0.000000e+00  1.226821e+08  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.032295e+07  1.892322e+07  3.207923e+07  3.961640e+07  4.295691e+07
1.168173e+01  0.000000e+00  1.254542e+08  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.068114e+07  1.949544e+07  3.291996e+07  4.060744e+07  4.401713e+07
1.181700e+01  0.000000e+00  1.282879e+08  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.104509e+07  2.007629e+07  3.377548e+07  4.161780e+07  4.509781e+07
1.195383e+01  0.000000e+00  1.311846e+08  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.141508e+07  2.066635e+07  3.464654e+07  4.264802e+07  4.619946e+07
1.209225e+01  0.000000e+00  1.341455e+08  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.179139e+07  2.126621e+07  3.553384e+07  4.369862e+07  4.732261e+07
1.223227e+01  0.000000e+00  1.371721e+08  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.217431e+07  2.187639e+07  3.643803e+07  4.477010e+07  4.846782e+07
1.237392e+01  0.000000e+00  1.402659e+08  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.256411e+07  2.249742e+07  3.735972e+07  4.586296e+07  4.963568e+07
1.251720e+01  0.000000e+00  1.434282e+08  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.296104e+07  2.312977e+07  3.829948e+07  4.697772e+07  5.082678e+07
1.266214e+01  0.000000e+00  1.466605e+08  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.336536e+07  2.377391e+07  3.925786e+07  4.811491e+07  5.204174e+07
1.280876e+01  0.000000e+00  1.499643e+08  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.377732e+07  2.443028e+07  4.023541e+07  4.927505e+07  5.328118e+07
1.295708e+01  0.000000e+00  1.533412e+08  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.419715e+07  2.509931e+07  4.123266e+07  5.045872e+07  5.454575e+07
1.310712e+01  0.000000e+00  1.567928e+08  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.462507e+07  2.578140e+07  4.225014e+07  5.166647e+07  5.583608e+07
